2115994,Albert,Johnson,3048519095,158946121,"17 Gomez Circle",2,25890
2116825,Gordon,Mann,"304 286 7420","268 46 1980","953 Center Ave.",2,20462
2120546,Ryan,Smith,[304]-575-4310,445-22-1585,"26 Meadow Way",2,22430
2127959,Frederick,Patterson,[304]-914-8379,284-69-5891,"6 Bush Lake",3,35766
2139646,Gabriel,Black,"(304) 552 0582","223 17 0632","402 Winter Blvd",2,23804
2144850,William,Phelps,(304)3720858,297283098,"6 Adams rd.",4,40148
2183422,Theresa,McDonald,"[304] 663 3952","144 67 1285","1227 McDougal Lake",2,24346
2189530,Tabitha,Washington,"(304) 326 1189","207 81 5310","262 Jones rd",2,22036
2202493,Steven,Miller,304-329-6943,236-28-2913,"9 Hatfield Dr",1,11405
2216805,Albert,Adams,[304]-447-6329,835-46-9211,"2 Walsh Blvd",2,23218
2223433,Frederick,Bush,304-015-7991,275-92-3769,"677 Winter Way",2,23980
2234523,Lucy,McDougal,"304 575 0030","030 79 5366","5 Anderson Avenue",2,22286
2235984,Juliana,Hodges,304-445-4789,740-92-8027,"55f Cherry lane",4,45844
2237917,Bruce,Walker,304-485-8694,236-91-8187,"1 Walsh rd",3,34356
2238648,Steven,Childers,"304 166 8595","280 71 6879","589 Garnes road",3,34083
2241719,Lucy,White,3042433873,292593889,"45 McDonald Blvd",2,25058
2250954,Rick,Jefferson,3048708078,203617529,"8 Sunset rd.",1,11908
2257475,Steven,Davis,[304]-919-5775,213-20-4494,"78787 Rocky ave",2,22902
2258691,Jack,Childers,"304 394 7763","242 22 7724","66 Washington Street",4,50828
2259068,Christopher,Petry,(304)-532-1918,239-01-3448,"5091 Ash Street",5,61580
2270445,Jack,Garnes,"304 008 2474","266 14 6608","210 Cohen rd.",1,10417
2271888,Christian,Weinstein,304-029-4044,256-53-2159,"79 Chestnut Dr.",1,11394
2275452,Thomas,Lee,304-316-5164,330-91-2478,"9692 Pine rd",5,50930
2287561,Paul,Black,3049495710,261990585,"86 McDonald Dr",2,23604
2289474,Evan,Washington,"(304) 217 4768","202 29 8373","3 Center road",3,30402
2292556,Katherine,Browning,3048860843,281484447,"301e Summer st.",2,21720
2294102,Thomas,Foreman,(304)0285412,246131616,"54 Miller Dr",3,37476
2301191,Thomas,Ellis,[304]9874451,239123646,"858 Bush Drive",2,20244
2301337,Samantha,White,304-954-0251,287-15-2307,"68416 Rice lane",2,24276
2302182,Thomas,Kennedy,3047016744,204186630,"5 Rocky road",3,37344
2302811,Rick,Knight,[304]8297756,748066723,"813 Lakeview Ave.",1,11420
2303104,Rachel,Washington,3040520819,295402698,"853 Hillcrest road",5,64085
2306149,Paul,Weinstein,304-323-8788,236-74-3592,"12 Morton rd",3,35256
2306908,Allen,Rice,(304)0681393,251879487,"746 Bush st.",2,24700
2308714,Jennifer,Morton,[304]-297-4361,261-67-5989,"4 Walker Way",3,33936
2310233,Matthew,Petry,304-852-4983,258-62-0124,"7576 Cherry Lake",3,35610
2331894,Bruce,Cohen,304-275-8922,247-26-7938,"241 Locust rd.",2,23622
2335519,Bruce,Carlin,3041662520,281421838,"8 Broadway Dr",3,37950
2345232,Earl,Gomez,3041899461,282297247,"174 Dogwood Circle",4,40552
2345463,Jack,Lincoln,"304 982 9491","228 69 3928","194 Hodges Street",2,21946
2349398,Jessica,Ellis,(304)1488833,203213793,"76 Bowe st.",4,42524
2362543,Steven,Mann,(304)1047393,258186048,"3 McDougal Street",1,11367
2371992,Matthew,Garnes,"[304] 119 9972","265 80 3737","74955 Hatfield ave",4,45176
2372995,Sarah,Stout,"304 220 2367","240 76 2226","377f Oak Dr.",1,10044
2376576,Steven,Ellis,[304]-296-3163,515-38-2732,"979b Summer st.",3,33867
2377809,Luke,Foreman,304-895-0584,283-45-7527,"641 Jones road",2,20726
2405543,Kendall,Schmidt,(304)2182765,268369344,"937 Wilson Dr",2,20978
2405569,William,McDougal,304-029-0706,273-23-5348,"400e Petry rd",1,12432
2416206,Jack,Stone,"(304) 017 5017","222 25 2687","8159 Weinstein Blvd",2,21706
2419650,Gordon,Carter,[304]8882915,228482160,"15 McCoy lane",1,11906
2426669,Earl,Wilson,(304)-912-6677,237-61-6485,"2 Adams Circle",3,34134
2427202,Theresa,McDonald,304-104-6146,266-34-3312,"41 Center st.",4,50808
2438688,Gary,Petry,3048833645,292523547,"212 Cohen rd.",2,25088
2447563,Christina,Jones,(304)-828-0962,205-45-5030,"261 Lakeview Drive",2,20430
2453285,Nicholas,Jones,[304]2131235,231926805,"105 Adams Dr",2,25336
2457606,Earl,Hanson,"(304) 412 1450","224 23 2661","6 Hodges st.",2,22510
2459060,Thomas,Morrison,304-798-3878,264-06-1096,"8a Schmidt rd.",3,32934
2464372,Kendall,Mann,[304]6634837,291157876,"9 Bowe Dr.",2,22594
2467650,Steve,Black,(304)2401390,90844050,"329 Cohen Ave.",3,38946
2468520,Amber,Black,"[304] 324 3538","259 32 8255","953 Cohen rd",2,20728
2471923,Nicholas,Lee,304-867-3110,251-52-2609,"234 Walsh ave",4,45608
2471991,Gerald,Black,[304]8011111,281337902,"2476 Johnson road",2,21080
2473095,Gerald,Carter,3041765387,234136807,"18 Knight Avenue",2,24652
2477628,Craig,Bush,304-876-1269,251-83-4462,"738 Sunset Ave.",2,21488
2481895,Sarah,Washington,"304 437 5237","267 55 3396","44739 Mann Circle",2,24890
2485283,Christina,Reynolds,(304)-849-1472,252-91-1411,"32 McDonald Blvd",5,60620
2502839,Peggy,Hatfield,"[304] 787 4474","286 85 6203","968 Ellis lane",1,10253
2504569,Gary,Taylor,"[304] 223 2988","201 15 9019","311c Hatfield Avenue",2,25136
2511170,Kendall,Hodges,3045372045,234544764,"9 Carter Blvd",3,38205
2515200,Paul,Mooney,3043168976,229088276,"533 Black Dr",2,25912
2519899,Christina,Smith,"304 901 7050","234 88 4939","694 Stone Way",1,12616
2521018,Leah,Reynolds,"304 617 7353","272 84 0450","449 Schmidt Way",2,22606
2526061,Janice,Walsh,"304 411 6521","270 54 3737","99 Petry Circle",1,10458
2544244,Jack,Harper,304-064-7538,237-60-5737,"83 Kennedy Dr",2,21106
2551784,Christian,Childers,304-486-3612,221-25-8820,"331 Hickory Drive",1,11876
2552261,Anthony,Wilson,"(304) 027 8931","207 80 0832","6465 Childers st.",4,50104
2557239,Craig,Foreman,"[304] 967 4300","275 67 4901","718b Lucas Way",5,51445
2559044,Frederick,Davis,[304]-943-0767,220-55-8302,"6015 Walsh Street",2,21652
2583716,Juliana,McDonald,"(304) 528 2193","283 38 0535","57 Walker lane",2,21054
2588829,Christopher,Mooney,[304]5004040,258112855,"344 Mann Blvd",5,59505
2592222,Christina,Hanson,304-733-4995,237-68-4767,"5796 Maple st.",2,20546
2594342,Katherine,McDonald,[304]-695-2848,205-03-6041,"47237 Poplar lane",4,44576
2597000,Christopher,Wallace,3044953808,262252855,"745 Jefferson Street",3,35313
2602505,Bruce,Jones,"(304) 254 5650","274 60 8269","909 Phelps Dr.",2,24834
2609138,Rick,Miller,"304 955 6442","221 36 5644","69 Anderson Dr.",2,20460
2614285,Anthony,Browning,"304 784 4508","319 51 1554","128 Hickory Way",2,21280
2616905,William,Mann,3044482095,317893385,"81792 McDougal Lake",2,23054
2618900,Evan,Davis,3048487185,244296042,"1 Hodges Way",3,34287
2630241,Brooke,White,304-235-3915,248-68-6879,"541 Walsh ave",2,20804
2635863,Gary,Stout,[304]-971-2584,203-38-5536,"93927 Smith Dr",2,24284
2638396,Alexander,Petry,"304 427 6192","295 48 7945","824 Anderson Lake",4,42256
2640324,Theresa,Hatfield,304-439-3814,223-40-5931,"9 Kirk Circle",3,30864
2644229,Katherine,Garnes,(304)-672-6587,286-11-4217,"224 Oak Circle",2,21812
2645185,Erica,Morrison,304-535-6919,235-78-9245,"90 Carter Circle",2,25504
2645550,Kendall,Wilson,"304 556 4510","256 56 6104","4 Black Ave.",1,10790
2647172,Martin,Rice,"304 311 2021","243 60 7396","22767 Birch Avenue",2,22742
2651703,Gregory,Jones,3043913203,255047087,"493b Mooney ave",2,21792
2655225,Brandon,Cohen,(304)3714318,225206003,"9 Center Way",2,22986
2655751,Jonathan,Lee,3040279408,232574769,"646 Hillcrest Lake",2,24078
2662322,Patrick,Carter,3048990394,241193618,"45 Bluegrass lane",4,50560
2663252,Jack,Kirk,"304 996 7052","239 24 3723","21 Morton Dr",2,21554
2667398,Leah,Shannonn,304-790-8526,614-05-0239,"26d Spruce Street",3,31245
2671869,Aaron,White,[304]5530332,435239315,"9 White Lake",3,30555
2675066,Jessica,Anderson,"(304) 319 6476","261 06 4814","265 Dogwood Drive",3,32337
2677552,Albert,Mann,304-956-8462,271-18-1053,"671 Washington Dr.",1,10322
2684077,Gabriel,Mooney,"304 377 6488","214 22 3072","5733 Black rd",5,52565
2690600,Jack,Knight,(304)-878-4631,228-48-4045,"589c Hatfield ave",2,25414
2701298,Stephen,Mann,3041347452,260097373,"832 Bush rd",2,25744
2737978,Katherine,Foreman,3046862177,236880861,"8833 Patterson st.",2,25598
2742699,Jennifer,McDougal,304-373-4108,239-03-5178,"8813 Wilson Blvd",3,34308
2746907,Gabriel,Patterson,"(304) 814 3164","231 20 4025","94046 Bluegrass Drive",3,38376
2749554,Katherine,Jones,"304 730 8749","330 95 2341","71 Maple Street",4,51136
2752083,Theresa,Adams,"304 687 2343","230 33 8145","65338 Lincoln ave",3,32292
2756765,Martin,Schmidt,"[304] 023 5104","278 51 1731","8572 Woodland rd.",2,25062
2763911,Gerald,Hatfield,"304 253 5430","270 27 7177","22 Washington Street",2,24832
2771347,Gregory,Lucas,"304 015 1275","221 36 3616","119 Miller Drive",4,40876
2779954,Peggy,Weinstein,(304)-070-0119,295-58-4317,"47 Schmidt rd.",3,32463
2782247,Phllip,Carlin,3040621709,95824964,"33 Taylor Drive",3,31104
2782707,Alexander,Johnson,(304)-154-8348,091-31-8665,"3466 Cohen Ave.",2,23556
2784521,William,McDonald,[304]-436-7140,280-94-4983,"8f Phelps st.",2,20402
2794571,Earl,Garnes,"[304] 433 4646","298 41 8529","278 Rice Drive",2,21206
2803410,Jack,Patterson,"304 101 8557","277 37 0669","11 Elm Drive",2,23810
2808840,Travis,Jefferson,"304 675 9991","839 58 8021","103 McDougal Lake",2,20756
2810162,Robert,Lucas,"304 142 4765","253 38 2231","4b Foreman st.",1,12441
2810716,Christopher,Morton,"[304] 584 7730","647 53 8277","45 Walnut Dr.",2,23110
2812555,Jack,Davis,"304 510 3104","249 88 6736","43 Locust rd",3,38694
2817231,Jessica,Patterson,(304)-152-5319,234-48-6467,"417 Shannonn rd.",2,24110
2817441,Thomas,Shannonn,[304]0618044,209361706,"84 Carter Avenue",2,25656
2817894,Joshua,Gomez,(304)0387035,252455797,"72e Jefferson Blvd",2,24848
2840105,Gabriel,McDougal,304-348-8855,270-05-6121,"5 Wallace st.",4,40808
2852398,Aaron,Carter,[304]-036-7611,235-27-7706,"73 Chestnut Circle",2,20304
2857456,Christopher,Phelps,[304]-599-8306,275-55-7366,"3407 Bluegrass Ave.",4,43324
2861451,Patrick,Johnson,[304]-186-6247,267-93-2003,"9c Shannonn Circle",4,46580
2864849,Steve,Lincoln,(304)-428-6579,290-89-9688,"4 Lakeview Street",3,35934
2869039,Albert,Schmidt,"[304] 858 3200","221 58 7183","9 Highland ave",2,24746
2872014,Alexander,McDonald,"304 384 8583","102 26 1974","4933 Hillcrest Circle",1,10680
2878403,Brandon,Adams,[304]3959642,236252661,"794 Sunset Lake",1,11837
2883830,Aaron,Browning,(304)-703-6168,058-75-0350,"647 Smith Ave.",3,37596
2886635,Aaron,Cohen,"(304) 405 9849","281 80 0095","12 Weinstein Circle",2,24068
2901695,Ryan,Hodges,(304)-868-3634,220-82-1738,"36 Mooney Blvd",3,30255
2901793,Tabitha,Mann,304-595-0246,262-15-7343,"680 Garnes Drive",2,25200
2907454,Jack,Lee,304-751-9905,225-08-2676,"785 Chestnut st.",4,48328
2909116,Jack,Jefferson,[304]6446478,299521311,"294 Center Avenue",2,24444
2919064,Christopher,Wallace,3045058577,209201568,"31e Lakeview Circle",3,30972
2931123,Matthew,Wallace,3043126335,277621335,"9 Walker road",4,43172
